Y,EAR,MAR,,,,,,,,,,,,,,,,
5,0.28,4.67,,,,,,,,,,,,,,,,
5,0.25,9.17,,,,,,,,,,,,,,,,
5,0.28,12.17,,,,,,,,,,,,,,,,
0,0.36,5.83,,,,,,,,,,,,,,,,
5,0.34,4.67,,,,,,,,,,,,,,,,
0,0.61,2.5,,,,,,,,,,,,,,,,
5,0.26,5.17,,,,,,,,,,,,,,,,
10,0.22,9.83,,,,,,,,,,,,,,,,
0,0.36,5.83,,,,,,,,,,,,,,,,
5,0.34,4.67,,,,,,,,,,,,,,,,
0,0.61,2.5,,,,,,,,,,,,,,,,
5,0.26,5.17,,,,,,,,,,,,,,,,
10,0.22,9.83,,,,,,,,,,,,,,,,
5,0.28,6,,,,,,,,,,,,,,,,
0,0.51,3.17,,,,,,,,,,,,,,,,
5,0.33,4.5,,,,,,,,,,,,,,,,
10,0.14,6,,,,,,,,,,,,,,,,
5,0.25,9.67,,,,,,,,,,,,,,,,
5,0.32,5.67,,,,,,,,,,,,,,,,
5,0.25,4.67,,,,,,,,,,,,,,,,
5,0.29,9.83,,,,,,,,,,,,,,,,
5,0.32,5.33,,,,,,,,,,,,,,,,
5,0.32,5.67,,,,,,,,,,,,,,,,
5,0.25,4.67,,,,,,,,,,,,,,,,
5,0.29,9.83,,,,,,,,,,,,,,,,
5,0.32,5.33,,,,,,,,,,,,,,,,
5,0.31,6.17,,,,,,,,,,,,,,,,
5,0.34,4.5,,,,,,,,,,,,,,,,
0,0.36,0.17,,,,,,,,,,,,,,,,
10,0.19,4.5,,,,,,,,,,,,,,,,
5,0.3,9.5,,,,,,,,,,,,,,,,
5,0.27,6.83,,,,,,,,,,,,,,,,
5,0.3,4.33,,,,,,,,,,,,,,,,
10,0.23,4.17,,,,,,,,,,,,,,,,
5,0.32,9.5,,,,,,,,,,,,,,,,
5,0.27,6.83,,,,,,,,,,,,,,,,
5,0.3,4.33,,,,,,,,,,,,,,,,
10,0.23,4.17,,,,,,,,,,,,,,,,
5,0.32,9.5,,,,,,,,,,,,,,,,
5,0.32,6.17,,,,,,,,,,,,,,,,
5,0.34,3.83,,,,,,,,,,,,,,,,
10,0.21,4,,,,,,,,,,,,,,,,
10,0.21,10,,,,,,,,,,,,,,,,
10,0.27,6.5,,,,,,,,,,,,,,,,
0,0.37,4.67,,,,,,,,,,,,,,,,
10,0.23,3.5,,,,,,,,,,,,,,,,
10,0.23,9.67,,,,,,,,,,,,,,,,
5,0.27,6.5,,,,,,,,,,,,,,,,
0,0.37,4.67,,,,,,,,,,,,,,,,
10,0.23,3.5,,,,,,,,,,,,,,,,
10,0.23,9.67,,,,,,,,,,,,,,,,
10,0.24,6.17,,,,,,,,,,,,,,,,
5,0.32,4,,,,,,,,,,,,,,,,
5,0.3,3.5,,,,,,,,,,,,,,,,
10,0.2,9.83,,,,,,,,,,,,,,,,
5,0.3,3.5,,,,,,,,,,,,,,,,
10,0.24,6.17,,,,,,,,,,,,,,,,
5,0.32,4,,,,,,,,,,,,,,,,
10,0.2,9.83,,,,,,,,,,,,,,,,
5,0.28,4.33,,,,,,,,,,,,,,,,
5,0.35,5.17,,,,,,,,,,,,,,,,
10,0.21,9,,,,,,,,,,,,,,,,
5,0.31,9.5,,,,,,,,,,,,,,,,
10,0.11,9,,,,,,,,,,,,,,,,
0,0.53,4.17,,,,,,,,,,,,,,,,
10,0.16,10.33,,,,,,,,,,,,,,,,
0,0.53,4.17,,,,,,,,,,,,,,,,
10,0.16,10.33,,,,,,,,,,,,,,,,
0,0.53,4.17,,,,,,,,,,,,,,,,
10,0.16,10.33,,,,,,,,,,,,,,,,
10,0.14,4.5,,,,,,,,,,,,,,,,
10,0.1,9.67,,,,,,,,,,,,,,,,
10,0.14,4.5,,,,,,,,,,,,,,,,
10,0.1,9.67,,,,,,,,,,,,,,,,
10,0.12,8,,,,,,,,,,,,,,,,
10,0.12,8,,,,,,,,,,,,,,,,
10,0.09,9.67,,,,,,,,,,,,,,,,
10,0.09,9.67,,,,,,,,,,,,,,,,
10,0.19,10.5,,,,,,,,,,,,,,,,
5,0.25,6.17,,,,,,,,,,,,,,,,
5,0.25,6.17,,,,,,,,,,,,,,,,
5,0.26,9.17,,,,,,,,,,,,,,,,
5,0.26,9.17,,,,,,,,,,,,,,,,
10,0.24,12,,,,,,,,,,,,,,,,
10,0.24,12,,,,,,,,,,,,,,,,
10,0.24,12,,,,,,,,,,,,,,,,
10,0.22,14.83,,,,,,,,,,,,,,,,
10,0.22,14.83,,,,,,,,,,,,,,,,
10,0.22,15.5,,,,,,,,,,,,,,,,
10,0.22,15.5,,,,,,,,,,,,,,,,
10,0.22,15.5,,,,,,,,,,,,,,,,
10,0.21,19.17,,,,,,,,,,,,,,,,
10,0.21,19.17,,,,,,,,,,,,,,,,
10,0.19,18.5,,,,,,,,,,,,,,,,
10,0.19,18.5,,,,,,,,,,,,,,,,
10,0.19,18.5,,,,,,,,,,,,,,,,
10,0.19,18.83,,,,,,,,,,,,,,,,
10,0.19,18.83,,,,,,,,,,,,,,,,
10,0.19,18.83,,,,,,,,,,,,,,,,
10,0.2,24.5,,,,,,,,,,,,,,,,
10,0.2,24.5,,,,,,,,,,,,,,,,
10,0.2,24.5,,,,,,,,,,,,,,,,
10,0.22,24.33,,,,,,,,,,,,,,,,
10,0.22,24.33,,,,,,,,,,,,,,,,
10,0.25,20.83,,,,,,,,,,,,,,,,
10,0.25,20.83,,,,,,,,,,,,,,,,
10,0.27,23.5,,,,,,,,,,,,,,,,
10,0.27,23.5,,,,,,,,,,,,,,,,
10,0.28,22,,,,,,,,,,,,,,,,
10,0.28,22,,,,,,,,,,,,,,,,
10,0.26,27.5,,,,,,,,,,,,,,,,
10,0.26,27.5,,,,,,,,,,,,,,,,
10,0.18,23.17,,,,,,,,,,,,,,,,
10,0.18,23.17,,,,,,,,,,,,,,,,
10,0.18,23,,,,,,,,,,,,,,,,
10,0.18,25.17,,,,,,,,,,,,,,,,
10,0.18,25.17,,,,,,,,,,,,,,,,
10,0.2,23,,,,,,,,,,,,,,,,
10,0.2,23,,,,,,,,,,,,,,,,
10,0.2,21.5,,,,,,,,,,,,,,,,
10,0.2,21.5,,,,,,,,,,,,,,,,
10,0.2,24.83,,,,,,,,,,,,,,,,
10,0.2,22.83,,,,,,,,,,,,,,,,
10,0.2,22.83,,,,,,,,,,,,,,,,
10,0.13,24.17,,,,,,,,,,,,,,,,
10,0.13,24.17,,,,,,,,,,,,,,,,
10,0.13,24.17,,,,,,,,,,,,,,,,
10,0.12,26,,,,,,,,,,,,,,,,
10,0.18,23.67,,,,,,,,,,,,,,,,
10,0.18,23.67,,,,,,,,,,,,,,,,
10,0.18,23.67,,,,,,,,,,,,,,,,
10,0.17,22.5,,,,,,,,,,,,,,,,
10,0.17,22.5,,,,,,,,,,,,,,,,
10,0.15,19.17,,,,,,,,,,,,,,,,
10,0.15,19.17,,,,,,,,,,,,,,,,
10,0.14,13,,,,,,,,,,,,,,,,
10,0.14,13,,,,,,,,,,,,,,,,
10,0.16,12.17,,,,,,,,,,,,,,,,
10,0.14,11.83,,,,,,,,,,,,,,,,
10,0.14,11.83,,,,,,,,,,,,,,,,
10,0.13,10.67,,,,,,,,,,,,,,,,
10,0.12,11.17,,,,,,,,,,,,,,,,
10,0.12,11.17,,,,,,,,,,,,,,,,
10,0.12,11.17,,,,,,,,,,,,,,,,
10,0.14,11.33,,,,,,,,,,,,,,,,
10,0.14,11.33,,,,,,,,,,,,,,,,
10,0.16,10.83,,,,,,,,,,,,,,,,
10,0.16,10.83,,,,,,,,,,,,,,,,
10,0.11,11.5,,,,,,,,,,,,,,,,
10,0.14,12,,,,,,,,,,,,,,,,
10,0.14,12,,,,,,,,,,,,,,,,
10,0.14,12,,,,,,,,,,,,,,,,
5,0.26,12.33,,,,,,,,,,,,,,,,
10,0.15,17.83,,,,,,,,,,,,,,,,
10,0.15,20.83,,,,,,,,,,,,,,,,
10,0.15,20.83,,,,,,,,,,,,,,,,
10,0.15,20.83,,,,,,,,,,,,,,,,
10,0.14,17,,,,,,,,,,,,,,,,
10,0.14,17,,,,,,,,,,,,,,,,
10,0.18,15,,,,,,,,,,,,,,,,
10,0.18,15,,,,,,,,,,,,,,,,
10,0.13,12.5,,,,,,,,,,,,,,,,
10,0.13,12.5,,,,,,,,,,,,,,,,
10,0.16,12.5,,,,,,,,,,,,,,,,
10,0.16,12.5,,,,,,,,,,,,,,,,
10,0.14,12.17,,,,,,,,,,,,,,,,
10,0.14,11.17,,,,,,,,,,,,,,,,
10,0.14,11.17,,,,,,,,,,,,,,,,
10,0.12,11.33,,,,,,,,,,,,,,,,
10,0.12,11.33,,,,,,,,,,,,,,,,
10,0.15,10.83,,,,,,,,,,,,,,,,
10,0.15,10.83,,,,,,,,,,,,,,,,
10,0.13,11.17,,,,,,,,,,,,,,,,
10,0.13,11.17,,,,,,,,,,,,,,,,
10,0.13,11.17,,,,,,,,,,,,,,,,
10,0.12,10.83,,,,,,,,,,,,,,,,
10,0.12,10.83,,,,,,,,,,,,,,,,
10,0.15,11.33,,,,,,,,,,,,,,,,
10,0.15,11.33,,,,,,,,,,,,,,,,
10,0.15,11,,,,,,,,,,,,,,,,
10,0.15,11,,,,,,,,,,,,,,,,
10,0.16,11.67,,,,,,,,,,,,,,,,
10,0.16,11.67,,,,,,,,,,,,,,,,
10,0.16,11.67,,,,,,,,,,,,,,,,
10,0.16,11.17,,,,,,,,,,,,,,,,
10,0.16,11.17,,,,,,,,,,,,,,,,
10,0.18,11,,,,,,,,,,,,,,,,
10,0.18,11,,,,,,,,,,,,,,,,
10,0.18,11,,,,,,,,,,,,,,,,
10,0.17,11.5,,,,,,,,,,,,,,,,
10,0.17,11.5,,,,,,,,,,,,,,,,
10,0.15,12.17,,,,,,,,,,,,,,,,
10,0.14,13.5,,,,,,,,,,,,,,,,
10,0.14,13.5,,,,,,,,,,,,,,,,
10,0.19,21.67,,,,,,,,,,,,,,,,
10,0.19,21.67,,,,,,,,,,,,,,,,
10,0.19,21.67,,,,,,,,,,,,,,,,
10,0.18,23.17,,,,,,,,,,,,,,,,
10,0.18,23.17,,,,,,,,,,,,,,,,
10,0.17,21.33,,,,,,,,,,,,,,,,
10,0.17,21.33,,,,,,,,,,,,,,,,
10,0.17,27.17,,,,,,,,,,,,,,,,
10,0.17,27.17,,,,,,,,,,,,,,,,
0,0.59,1.17,,,,,,,,,,,,,,,,
5,0.35,8.67,,,,,,,,,,,,,,,,
0,0.51,3.5,,,,,,,,,,,,,,,,
5,0.32,10.67,,,,,,,,,,,,,,,,
0,0.51,3.5,,,,,,,,,,,,,,,,
5,0.32,10.67,,,,,,,,,,,,,,,,
0,0.48,3.67,,,,,,,,,,,,,,,,
5,0.29,9.17,,,,,,,,,,,,,,,,
0,0.48,3.67,,,,,,,,,,,,,,,,
5,0.29,9.17,,,,,,,,,,,,,,,,
0,0.59,2.67,,,,,,,,,,,,,,,,
5,0.3,9.5,,,,,,,,,,,,,,,,
0,0.59,2.67,,,,,,,,,,,,,,,,
5,0.3,9.5,,,,,,,,,,,,,,,,
0,0.59,2.67,,,,,,,,,,,,,,,,
5,0.3,9.5,,,,,,,,,,,,,,,,
5,0.25,9.33,,,,,,,,,,,,,,,,
0,0.54,2,,,,,,,,,,,,,,,,
0,0.51,2.67,,,,,,,,,,,,,,,,
10,0.2,10.33,,,,,,,,,,,,,,,,
0,0.51,2.67,,,,,,,,,,,,,,,,
10,0.2,10.33,,,,,,,,,,,,,,,,
0,0.54,3.83,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
0,0.42,5.33,,,,,,,,,,,,,,,,
10,0.22,11.17,,,,,,,,,,,,,,,,
5,0.42,5.33,,,,,,,,,,,,,,,,
10,0.22,11.17,,,,,,,,,,,,,,,,
0,0.42,5.33,,,,,,,,,,,,,,,,
10,0.22,11.17,,,,,,,,,,,,,,,,
10,0.15,10.83,,,,,,,,,,,,,,,,
10,0.15,11.67,,,,,,,,,,,,,,,,
10,0.15,11.67,,,,,,,,,,,,,,,,
0,0.5,6.33,,,,,,,,,,,,,,,,
10,0.15,11.5,,,,,,,,,,,,,,,,
0,0.5,6.33,,,,,,,,,,,,,,,,
10,0.15,11.5,,,,,,,,,,,,,,,,
0,0.55,5.33,,,,,,,,,,,,,,,,
10,0.19,11.33,,,,,,,,,,,,,,,,
0,0.55,5.33,,,,,,,,,,,,,,,,
10,0.19,11.33,,,,,,,,,,,,,,,,
0,0.54,3.5,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
0,0.54,3.5,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
0,0.54,3.5,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
0,0.66,4.83,,,,,,,,,,,,,,,,
10,0.17,10.67,,,,,,,,,,,,,,,,
5,0.61,3.17,,,,,,,,,,,,,,,,
10,0.21,10.67,,,,,,,,,,,,,,,,
0,0.58,1.67,,,,,,,,,,,,,,,,
10,0.23,12,,,,,,,,,,,,,,,,
0,0.58,1.67,,,,,,,,,,,,,,,,
10,0.23,12,,,,,,,,,,,,,,,,
0,0.54,3.33,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
0,0.54,3.33,,,,,,,,,,,,,,,,
10,0.22,10.17,,,,,,,,,,,,,,,,
0,0.51,4.83,,,,,,,,,,,,,,,,
10,0.24,11.83,,,,,,,,,,,,,,,,
0,0.51,4.83,,,,,,,,,,,,,,,,
10,0.24,11.83,,,,,,,,,,,,,,,,
0,0.47,3,,,,,,,,,,,,,,,,
5,0.27,10.67,,,,,,,,,,,,,,,,
0,0.47,3,,,,,,,,,,,,,,,,
5,0.27,10.67,,,,,,,,,,,,,,,,
0,0.5,3.67,,,,,,,,,,,,,,,,
5,0.28,12.67,,,,,,,,,,,,,,,,
0,0.5,6.33,,,,,,,,,,,,,,,,
10,0.24,13,,,,,,,,,,,,,,,,
0,0.5,6.33,,,,,,,,,,,,,,,,
10,0.24,13,,,,,,,,,,,,,,,,
10,0.18,11,,,,,,,,,,,,,,,,
10,0.18,11,,,,,,,,,,,,,,,,
10,0.19,12.33,,,,,,,,,,,,,,,,
10,0.18,12.5,,,,,,,,,,,,,,,,
10,0.18,12.5,,,,,,,,,,,,,,,,
10,0.2,11.17,,,,,,,,,,,,,,,,
10,0.2,11.17,,,,,,,,,,,,,,,,
10,0.18,9.83,,,,,,,,,,,,,,,,
0,0.51,2.83,,,,,,,,,,,,,,,,
5,0.28,12.17,,,,,,,,,,,,,,,,
0,0.51,2.83,,,,,,,,,,,,,,,,
5,0.28,12.17,,,,,,,,,,,,,,,,
0,0.43,2.67,,,,,,,,,,,,,,,,
5,0.27,11.5,,,,,,,,,,,,,,,,
0,0.44,6,,,,,,,,,,,,,,,,
10,0.23,11.83,,,,,,,,,,,,,,,,
0,0.44,6,,,,,,,,,,,,,,,,
10,0.23,11.83,,,,,,,,,,,,,,,,
0,0.46,4.17,,,,,,,,,,,,,,,,
10,0.23,12,,,,,,,,,,,,,,,,
5,0.46,4.67,,,,,,,,,,,,,,,,
5,0.29,12,,,,,,,,,,,,,,,,
0,0.46,4.67,,,,,,,,,,,,,,,,
5,0.29,12,,,,,,,,,,,,,,,,
0,0.46,4.67,,,,,,,,,,,,,,,,
5,0.29,12,,,,,,,,,,,,,,,,
0,0.46,3.5,,,,,,,,,,,,,,,,
10,0.19,11,,,,,,,,,,,,,,,,
0,0.46,3.5,,,,,,,,,,,,,,,,
10,0.19,11,,,,,,,,,,,,,,,,
10,0.19,10.67,,,,,,,,,,,,,,,,
10,0.2,10.67,,,,,,,,,,,,,,,,
10,0.2,10.67,,,,,,,,,,,,,,,,
10,0.19,10.83,,,,,,,,,,,,,,,,
10,0.19,10.83,,,,,,,,,,,,,,,,
10,0.19,10.83,,,,,,,,,,,,,,,,
10,0.18,10.5,,,,,,,,,,,,,,,,
10,0.18,10.5,,,,,,,,,,,,,,,,
0,0.43,4.67,,,,,,,,,,,,,,,,
10,0.15,11.17,,,,,,,,,,,,,,,,
0,0.43,4.67,,,,,,,,,,,,,,,,
10,0.15,11.17,,,,,,,,,,,,,,,,
10,0.17,10.5,,,,,,,,,,,,,,,,
10,0.17,10.5,,,,,,,,,,,,,,,,
10,0.17,10.5,,,,,,,,,,,,,,,,
10,0.16,10.83,,,,,,,,,,,,,,,,
10,0.16,10.83,,,,,,,,,,,,,,,,
10,0.19,11.5,,,,,,,,,,,,,,,,
10,0.19,11.5,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
10,0.19,10.67,,,,,,,,,,,,,,,,
10,0.19,10.67,,,,,,,,,,,,,,,,
10,0.09,11.17,,,,,,,,,,,,,,,,
10,0.14,10.83,,,,,,,,,,,,,,,,
10,0.14,10.83,,,,,,,,,,,,,,,,
10,0.15,11,,,,,,,,,,,,,,,,
10,0.15,11,,,,,,,,,,,,,,,,
0,0.47,4.33,,,,,,,,,,,,,,,,
10,0.11,10.33,,,,,,,,,,,,,,,,
0,0.58,3.33,,,,,,,,,,,,,,,,
10,0.15,11,,,,,,,,,,,,,,,,
0,0.58,3.33,,,,,,,,,,,,,,,,
10,0.15,11,,,,,,,,,,,,,,,,
0,0.6,2.83,,,,,,,,,,,,,,,,
10,0.15,10.83,,,,,,,,,,,,,,,,
0,0.6,2.83,,,,,,,,,,,,,,,,
10,0.15,10.83,,,,,,,,,,,,,,,,
0,0.66,2.17,,,,,,,,,,,,,,,,
10,0.16,11.33,,,,,,,,,,,,,,,,
0,0.66,2.17,,,,,,,,,,,,,,,,
10,0.16,11.33,,,,,,,,,,,,,,,,
10,0.24,11.17,,,,,,,,,,,,,,,,
10,0.24,11.17,,,,,,,,,,,,,,,,
0,0.48,4.67,,,,,,,,,,,,,,,,
5,0.27,10,,,,,,,,,,,,,,,,
0,0.48,4.67,,,,,,,,,,,,,,,,
5,0.27,10,,,,,,,,,,,,,,,,
10,0.23,11,,,,,,,,,,,,,,,,
10,0.23,11,,,,,,,,,,,,,,,,
10,0.13,11.17,,,,,,,,,,,,,,,,
0,0.48,3.5,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
0,0.48,3.5,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
10,0.19,10.5,,,,,,,,,,,,,,,,
10,0.19,10.5,,,,,,,,,,,,,,,,
0,0.59,2.5,,,,,,,,,,,,,,,,
10,0.22,10.67,,,,,,,,,,,,,,,,
0,0.59,2.5,,,,,,,,,,,,,,,,
10,0.22,10.67,,,,,,,,,,,,,,,,
0,0.58,2.33,,,,,,,,,,,,,,,,
10,0.24,10.67,,,,,,,,,,,,,,,,
5,0.3,10.83,,,,,,,,,,,,,,,,
5,0.3,10.83,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
0,0.55,6.83,,,,,,,,,,,,,,,,
10,0.23,10.67,,,,,,,,,,,,,,,,
0,0.55,6.83,,,,,,,,,,,,,,,,
10,0.23,10.67,,,,,,,,,,,,,,,,
5,0.28,11.83,,,,,,,,,,,,,,,,
0,0.57,2.5,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
0,0.57,2.5,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
0,0.57,2.5,,,,,,,,,,,,,,,,
10,0.17,11.33,,,,,,,,,,,,,,,,
0,0.54,2.17,,,,,,,,,,,,,,,,
10,0.19,10.67,,,,,,,,,,,,,,,,
0,0.54,2.17,,,,,,,,,,,,,,,,
10,0.19,10.67,,,,,,,,,,,,,,,,
0,0.5,3.5,,,,,,,,,,,,,,,,
10,0.23,11.17,,,,,,,,,,,,,,,,
10,0.21,6.17,,,,,,,,,,,,,,,,
10,0.21,6.17,,,,,,,,,,,,,,,,
10,0.21,6.17,,,,,,,,,,,,,,,,
10,0.21,6.17,,,,,,,,,,,,,,,,
10,0.18,4.5,,,,,,,,,,,,,,,,
10,0.18,4.5,,,,,,,,,,,,,,,,
10,0.18,4.5,,,,,,,,,,,,,,,,
10,0.16,5,,,,,,,,,,,,,,,,
10,0.16,5,,,,,,,,,,,,,,,,
10,0.24,4.67,,,,,,,,,,,,,,,,
10,0.24,4.67,,,,,,,,,,,,,,,,
10,0.24,4.67,,,,,,,,,,,,,,,,
10,0.17,4.17,,,,,,,,,,,,,,,,
10,0.17,4.17,,,,,,,,,,,,,,,,
10,0.19,4.5,,,,,,,,,,,,,,,,
10,0.19,4.5,,,,,,,,,,,,,,,,
10,0.19,4.5,,,,,,,,,,,,,,,,
10,0.19,4.5,,,,,,,,,,,,,,,,
10,0.2,2.5,,,,,,,,,,,,,,,,
10,0.2,2.5,,,,,,,,,,,,,,,,
10,0.2,7,,,,,,,,,,,,,,,,
10,0.2,7,,,,,,,,,,,,,,,,
10,0.2,7,,,,,,,,,,,,,,,,
10,0.18,4.67,,,,,,,,,,,,,,,,
10,0.18,4.67,,,,,,,,,,,,,,,,
5,0.26,4.83,,,,,,,,,,,,,,,,
5,0.26,4.83,,,,,,,,,,,,,,,,
5,0.27,7,,,,,,,,,,,,,,,,
5,0.27,7,,,,,,,,,,,,,,,,
5,0.27,7,,,,,,,,,,,,,,,,
10,0.24,11,,,,,,,,,,,,,,,,
10,0.24,11,,,,,,,,,,,,,,,,
10,0.24,11,,,,,,,,,,,,,,,,
5,0.28,15.17,,,,,,,,,,,,,,,,
5,0.28,15.17,,,,,,,,,,,,,,,,
10,0.28,29.17,,,,,,,,,,,,,,,,
10,0.28,29.17,,,,,,,,,,,,,,,,
10,0.28,29.17,,,,,,,,,,,,,,,,
10,0.2,27.67,,,,,,,,,,,,,,,,
10,0.2,27.67,,,,,,,,,,,,,,,,
10,0.2,27.67,,,,,,,,,,,,,,,,
10,0.26,28.67,,,,,,,,,,,,,,,,
10,0.21,28.67,,,,,,,,,,,,,,,,
10,0.21,28.67,,,,,,,,,,,,,,,,
10,0.23,29.83,,,,,,,,,,,,,,,,
10,0.23,29.83,,,,,,,,,,,,,,,,
10,0.23,29.83,,,,,,,,,,,,,,,,
10,0.23,32.33,,,,,,,,,,,,,,,,
10,0.23,32.33,,,,,,,,,,,,,,,,
10,0.17,1.67,,,,,,,,,,,,,,,,
10,0.35,31.17,,,,,,,,,,,,,,,,
10,0.17,1.67,,,,,,,,,,,,,,,,
10,0.35,31.17,,,,,,,,,,,,,,,,
10,0.21,25.17,,,,,,,,,,,,,,,,
10,0.21,25.17,,,,,,,,,,,,,,,,
10,0.25,29.83,,,,,,,,,,,,,,,,
10,0.25,29.83,,,,,,,,,,,,,,,,
10,0.25,29.83,,,,,,,,,,,,,,,,
10,0.25,29.83,,,,,,,,,,,,,,,,
10,0.17,28,,,,,,,,,,,,,,,,
10,0.17,28,,,,,,,,,,,,,,,,
10,0.27,28.67,,,,,,,,,,,,,,,,
10,0.27,28.67,,,,,,,,,,,,,,,,
10,0.27,28.67,,,,,,,,,,,,,,,,
10,0.24,21.83,,,,,,,,,,,,,,,,
10,0.24,21.83,,,,,,,,,,,,,,,,
5,0.25,17.5,,,,,,,,,,,,,,,,
5,0.26,14.33,,,,,,,,,,,,,,,,
5,0.26,14.33,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
5,0.3,9.5,,,,,,,,,,,,,,,,
5,0.3,9.5,,,,,,,,,,,,,,,,
5,0.32,8.5,,,,,,,,,,,,,,,,
5,0.32,8.5,,,,,,,,,,,,,,,,
10,0.21,9,,,,,,,,,,,,,,,,
10,0.21,9,,,,,,,,,,,,,,,,
10,0.21,9,,,,,,,,,,,,,,,,
5,0.25,9,,,,,,,,,,,,,,,,
5,0.25,9,,,,,,,,,,,,,,,,
5,0.25,9,,,,,,,,,,,,,,,,
5,0.25,9,,,,,,,,,,,,,,,,
10,0.24,10,,,,,,,,,,,,,,,,
10,0.24,10,,,,,,,,,,,,,,,,
10,0.24,10,,,,,,,,,,,,,,,,
0,0.36,9.17,,,,,,,,,,,,,,,,
0,0.36,9.17,,,,,,,,,,,,,,,,
5,0.33,8.67,,,,,,,,,,,,,,,,
5,0.33,8.67,,,,,,,,,,,,,,,,
5,0.33,8.67,,,,,,,,,,,,,,,,
0,0.36,9,,,,,,,,,,,,,,,,
0,0.36,9,,,,,,,,,,,,,,,,
0,0.36,9,,,,,,,,,,,,,,,,
0,0.36,9,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
5,0.27,9.33,,,,,,,,,,,,,,,,
5,0.31,10.17,,,,,,,,,,,,,,,,
5,0.31,10.17,,,,,,,,,,,,,,,,
5,0.31,10.17,,,,,,,,,,,,,,,,
10,0.22,10.33,,,,,,,,,,,,,,,,
10,0.22,10.33,,,,,,,,,,,,,,,,
5,0.28,10.33,,,,,,,,,,,,,,,,
5,0.28,10.33,,,,,,,,,,,,,,,,
5,0.25,9.67,,,,,,,,,,,,,,,,
5,0.25,9.67,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
5,0.27,10.5,,,,,,,,,,,,,,,,
5,0.26,10.67,,,,,,,,,,,,,,,,
5,0.26,10.67,,,,,,,,,,,,,,,,
5,0.31,9.5,,,,,,,,,,,,,,,,
5,0.31,9.5,,,,,,,,,,,,,,,,
5,0.31,9.5,,,,,,,,,,,,,,,,
5,0.31,9.5,,,,,,,,,,,,,,,,
5,0.27,10.17,,,,,,,,,,,,,,,,
5,0.27,10.17,,,,,,,,,,,,,,,,
5,0.26,8.17,,,,,,,,,,,,,,,,
5,0.26,8.17,,,,,,,,,,,,,,,,
5,0.26,8.17,,,,,,,,,,,,,,,,
5,0.26,8.17,,,,,,,,,,,,,,,,
10,0.19,9.17,,,,,,,,,,,,,,,,
10,0.19,9.17,,,,,,,,,,,,,,,,
10,0.2,9.33,,,,,,,,,,,,,,,,
10,0.2,9.33,,,,,,,,,,,,,,,,
10,0.2,9.33,,,,,,,,,,,,,,,,
10,0.15,9.17,,,,,,,,,,,,,,,,
10,0.19,9.83,,,,,,,,,,,,,,,,
10,0.19,9.83,,,,,,,,,,,,,,,,
10,0.19,9.83,,,,,,,,,,,,,,,,
10,0.16,11,,,,,,,,,,,,,,,,
10,0.16,11,,,,,,,,,,,,,,,,
10,0.15,9.67,,,,,,,,,,,,,,,,
10,0.15,9.67,,,,,,,,,,,,,,,,
10,0.15,9.67,,,,,,,,,,,,,,,,
10,0.22,8.67,,,,,,,,,,,,,,,,
10,0.22,8.67,,,,,,,,,,,,,,,,
10,0.22,8.67,,,,,,,,,,,,,,,,
10,0.22,8.67,,,,,,,,,,,,,,,,
10,0.21,8.17,,,,,,,,,,,,,,,,
10,0.21,8.17,,,,,,,,,,,,,,,,
10,0.21,8.17,,,,,,,,,,,,,,,,
10,0.21,8.17,,,,,,,,,,,,,,,,
10,0.21,8.33,,,,,,,,,,,,,,,,
10,0.21,8.33,,,,,,,,,,,,,,,,
10,0.21,8.33,,,,,,,,,,,,,,,,
10,0.21,8.33,,,,,,,,,,,,,,,,
5,0.31,8.67,,,,,,,,,,,,,,,,
5,0.31,8.67,,,,,,,,,,,,,,,,
5,0.31,8.67,,,,,,,,,,,,,,,,
5,0.32,9.67,,,,,,,,,,,,,,,,
5,0.32,9.67,,,,,,,,,,,,,,,,
5,0.32,9.67,,,,,,,,,,,,,,,,
10,0.2,9,,,,,,,,,,,,,,,,
10,0.2,9,,,,,,,,,,,,,,,,
